OBJECTID,ID,STATION,STATIONURL,STA_ID,SYSTEM,SYS_AGENCY,NTDID,LATITUDE,LONGITUDE,UA,UACODE,STATUS,SOURCE,SOURCEDATE,GRD_ELEV,ADDRESS,CITY,STATE,ZIP,STATIONSYS
513,6008022,LINDALE PARK,http://www.ridemetro.org/Pages/RedLine.aspx,25043,METRO,"METROPOLITAN TRANSIT AUTHORITY OF HARRIS COUNTY, TEXAS",6008,29.80819,-95.36943,"HOUSTON, TX",7,OPEN,http://www.ridemetro.org/Pages/NewsDownloads.aspx,2015-11-24T00:00:00.000Z,GROUND,NOT AVAILABLE,HOUSTON,TX,77009,LINDALE PARK - METRO
514,6008023,MELBOURNE NORTH LINDALE,http://www.ridemetro.org/Pages/RedLine.aspx,25045,METRO,"METROPOLITAN TRANSIT AUTHORITY OF HARRIS COUNTY, TEXAS",6008,29.81579625,-95.37051025,"HOUSTON, TX",7,OPEN,http://www.ridemetro.org/Pages/NewsDownloads.aspx,2015-11-24T00:00:00.000Z,GROUND,NOT AVAILABLE,HOUSTON,TX,77022,MELBOURNE NORTH LINDALE - METRO
515,6008024,NORTHLINE TRANSIT CENTER HCC,http://www.ridemetro.org/Pages/RedLine.aspx,25048,METRO,"METROPOLITAN TRANSIT AUTHORITY OF HARRIS COUNTY, TEXAS",6008,29.832479,-95.376012,"HOUSTON, TX",7,OPEN,http://www.ridemetro.org/Pages/NewsDownloads.aspx,2015-11-24T00:00:00.000Z,GROUND,NOT AVAILABLE,HOUSTON,TX,77022,NORTHLINE TRANSIT CENTER HCC - METRO
516,6008025,CENTRAL STN MAIN,http://www.ridemetro.org/Pages/RedLine.aspx,25049,METRO,"METROPOLITAN TRANSIT AUTHORITY OF HARRIS COUNTY, TEXAS",6008,29.758816,-95.363458,"HOUSTON, TX",7,OPEN,http://www.ridemetro.org/Pages/NewsDownloads.aspx,2015-11-24T00:00:00.000Z,GROUND,NOT AVAILABLE,HOUSTON,TX,77002,CENTRAL STN MAIN - METRO
517,6008026,THEATRE DISTRICT RUSK,http://www.ridemetro.org/Pages/GreenLine.aspx,25051,METRO,"METROPOLITAN TRANSIT AUTHORITY OF HARRIS COUNTY, TEXAS",6008,29.760755,-95.367681,"HOUSTON, TX",7,OPEN,http://www.ridemetro.org/Pages/NewsDownloads.aspx,2015-11-24T00:00:00.000Z,GROUND,NOT AVAILABLE,HOUSTON,TX,77002,THEATRE DISTRICT RUSK - METRO
518,6008027,CENTRAL STATION RUSK,http://www.ridemetro.org/Pages/GreenLine.aspx,25053,METRO,"METROPOLITAN TRANSIT AUTHORITY OF HARRIS COUNTY, TEXAS",6008,29.7577104,-95.36260462,"HOUSTON, TX",7,OPEN,http://www.ridemetro.org/Pages/NewsDownloads.aspx,2015-11-24T00:00:00.000Z,GROUND,NOT AVAILABLE,HOUSTON,TX,77002,CENTRAL STATION RUSK - METRO
519,6008028,CONVENTION DISTRICT RUSK,http://www.ridemetro.org/Pages/GreenLine.aspx,25055,METRO,"METROPOLITAN TRANSIT AUTHORITY OF HARRIS COUNTY, TEXAS",6008,29.75473167,-95.35767824,"HOUSTON, TX",7,OPEN,http://www.ridemetro.org/Pages/NewsDownloads.aspx,2015-11-24T00:00:00.000Z,GROUND,NOT AVAILABLE,HOUSTON,TX,77010,CONVENTION DISTRICT RUSK - METRO
520,6008029,EADO STADIUM STN,http://www.ridemetro.org/Pages/GreenLine.aspx,25057,METRO,"METROPOLITAN TRANSIT AUTHORITY OF HARRIS COUNTY, TEXAS",6008,29.753553,-95.351974,"HOUSTON, TX",7,OPEN,http://www.ridemetro.org/Pages/NewsDownloads.aspx,2015-11-24T00:00:00.000Z,GROUND,NOT AVAILABLE,HOUSTON,TX,77003,EADO STADIUM STN - METRO
521,6008030,COFFEE PLANT 2ND WARD,http://www.ridemetro.org/Pages/GreenLine.aspx,25059,METRO,"METROPOLITAN TRANSIT AUTHORITY OF HARRIS COUNTY, TEXAS",6008,29.74757805,-95.34014904,"HOUSTON, TX",7,OPEN,http://www.ridemetro.org/Pages/NewsDownloads.aspx,2015-11-24T00:00:00.000Z,GROUND,NOT AVAILABLE,HOUSTON,TX,77003,COFFEE PLANT 2ND WARD - METRO
522,6008031,LOCKWOOD EASTWOOD,http://www.ridemetro.org/Pages/GreenLine.aspx,25061,METRO,"METROPOLITAN TRANSIT AUTHORITY OF HARRIS COUNTY, TEXAS",6008,29.743604,-95.329352,"HOUSTON, TX",7,OPEN,http://www.ridemetro.org/Pages/NewsDownloads.aspx,2015-11-24T00:00:00.000Z,GROUND,NOT AVAILABLE,HOUSTON,TX,77011,LOCKWOOD EASTWOOD - METRO
523,6008032,ALTIC HOWARD HUGHES,http://www.ridemetro.org/Pages/GreenLine.aspx,25063,METRO,"METROPOLITAN TRANSIT AUTHORITY OF HARRIS COUNTY, TEXAS",6008,29.741157,-95.320154,"HOUSTON, TX",7,OPEN,http://www.ridemetro.org/Pages/NewsDownloads.aspx,2015-11-24T00:00:00.000Z,GROUND,NOT AVAILABLE,HOUSTON,TX,77011,ALTIC HOWARD HUGHES - METRO
524,6008033,LEELAND THIRD WARD,http://www.ridemetro.org/Pages/PurpleLine.aspx,25071,METRO,"METROPOLITAN TRANSIT AUTHORITY OF HARRIS COUNTY, TEXAS",6008,29.73879628,-95.34603142,"HOUSTON, TX",7,OPEN,http://www.ridemetro.org/Pages/NewsDownloads.aspx,2015-11-24T00:00:00.000Z,GROUND,NOT AVAILABLE,HOUSTON,TX,77003,LEELAND THIRD WARD - METRO
525,6008034,ELGIN THIRD WARD,http://www.ridemetro.org/Pages/PurpleLine.aspx,25075,METRO,"METROPOLITAN TRANSIT AUTHORITY OF HARRIS COUNTY, TEXAS",6008,29.728396,-95.349889,"HOUSTON, TX",7,OPEN,http://www.ridemetro.org/Pages/NewsDownloads.aspx,2015-11-24T00:00:00.000Z,GROUND,NOT AVAILABLE,HOUSTON,TX,77004,ELGIN THIRD WARD - METRO
526,6008035,ROBERTSON STADIUM UH TSU,http://www.ridemetro.org/Pages/PurpleLine.aspx,25077,METRO,"METROPOLITAN TRANSIT AUTHORITY OF HARRIS COUNTY, TEXAS",6008,29.722085,-95.35136,"HOUSTON, TX",7,OPEN,http://www.ridemetro.org/Pages/NewsDownloads.aspx,2015-11-24T00:00:00.000Z,GROUND,NOT AVAILABLE,HOUSTON,TX,77004,ROBERTSON STADIUM UH TSU - METRO
527,6008036,UH SOUTH UNIVERSITY OAKS,http://www.ridemetro.org/Pages/PurpleLine.aspx,25079,METRO,"METROPOLITAN TRANSIT AUTHORITY OF HARRIS COUNTY, TEXAS",6008,29.716114,-95.341185,"HOUSTON, TX",7,OPEN,http://www.ridemetro.org/Pages/NewsDownloads.aspx,2015-11-24T00:00:00.000Z,GROUND,NOT AVAILABLE,HOUSTON,TX,77004,UH SOUTH UNIVERSITY OAKS - METRO
528,6008037,MACGREGOR PARK MLK,http://www.ridemetro.org/Pages/PurpleLine.aspx,25081,METRO,"METROPOLITAN TRANSIT AUTHORITY OF HARRIS COUNTY, TEXAS",6008,29.709386,-95.336498,"HOUSTON, TX",7,OPEN,http://www.ridemetro.org/Pages/NewsDownloads.aspx,2015-11-24T00:00:00.000Z,GROUND,NOT AVAILABLE,HOUSTON,TX,77021,MACGREGOR PARK MLK - METRO
529,6008038,PALM CENTER TRANSIT CTR,http://www.ridemetro.org/Pages/PurpleLine.aspx,25085,METRO,"METROPOLITAN TRANSIT AUTHORITY OF HARRIS COUNTY, TEXAS",6008,29.696478,-95.332306,"HOUSTON, TX",7,OPEN,http://www.ridemetro.org/Pages/NewsDownloads.aspx,2015-11-24T00:00:00.000Z,GROUND,NOT AVAILABLE,HOUSTON,TX,77021,PALM CENTER TRANSIT CTR - METRO
530,6032001,Canal Street Station,NOT AVAILABLE,4,NORTA,NEW ORLEANS REGIONAL TRANSIT AUTHORITY,6032,29.95017829,-90.06347389,"NEW ORLEANS, LA",49,OPEN,http://www.norta.com/Rider-Tools/ETA_and_Real-Time.aspx,2015-09-25T00:00:00.000Z,GROUND,NOT AVAILABLE,NEW ORLEANS,LA,70130,Canal Street Station - NORTA
531,6032002,Bienville Station,NOT AVAILABLE,5,NORTA,NEW ORLEANS REGIONAL TRANSIT AUTHORITY,6032,29.9527,-90.06367,"NEW ORLEANS, LA",49,OPEN,http://www.norta.com/Rider-Tools/ETA_and_Real-Time.aspx,2015-09-25T00:00:00.000Z,GROUND,NOT AVAILABLE,NEW ORLEANS,LA,70130,Bienville Station - NORTA
532,6032003,Toulouse Station,NOT AVAILABLE,6,NORTA,NEW ORLEANS REGIONAL TRANSIT AUTHORITY,6032,29.95573761,-90.06277858,"NEW ORLEANS, LA",49,OPEN,http://www.norta.com/Rider-Tools/ETA_and_Real-Time.aspx,2015-09-25T00:00:00.000Z,GROUND,NOT AVAILABLE,NEW ORLEANS,LA,70130,Toulouse Station - NORTA
533,6032004,Dumaine Station,NOT AVAILABLE,8,NORTA,NEW ORLEANS REGIONAL TRANSIT AUTHORITY,6032,29.95801598,-90.06078481,"NEW ORLEANS, LA",49,OPEN,http://www.norta.com/Rider-Tools/ETA_and_Real-Time.aspx,2015-09-25T00:00:00.000Z,GROUND,NOT AVAILABLE,NEW ORLEANS,LA,70116,Dumaine Station - NORTA
534,6032005,Ursulines Station,NOT AVAILABLE,9,NORTA,NEW ORLEANS REGIONAL TRANSIT AUTHORITY,6032,29.9595225,-90.0590818,"NEW ORLEANS, LA",49,OPEN,http://www.norta.com/Rider-Tools/ETA_and_Real-Time.aspx,2015-09-25T00:00:00.000Z,GROUND,NOT AVAILABLE,NEW ORLEANS,LA,70116,Ursulines Station - NORTA
535,6032006,French Market Station,NOT AVAILABLE,10,NORTA,NEW ORLEANS REGIONAL TRANSIT AUTHORITY,6032,29.96085161,-90.05712432,"NEW ORLEANS, LA",49,OPEN,http://www.norta.com/Rider-Tools/ETA_and_Real-Time.aspx,2015-09-25T00:00:00.000Z,GROUND,NOT AVAILABLE,NEW ORLEANS,LA,70116,French Market Station - NORTA
536,6032007,Canal at Baronne,NOT AVAILABLE,808,NORTA,NEW ORLEANS REGIONAL TRANSIT AUTHORITY,6032,29.9545241,-90.07105867,"NEW ORLEANS, LA",49,OPEN,http://www.norta.com/Rider-Tools/ETA_and_Real-Time.aspx,2015-09-25T00:00:00.000Z,GROUND,NOT AVAILABLE,NEW ORLEANS,LA,70112,Canal at Baronne - NORTA
537,6032008,Canal at Carondelet,NOT AVAILABLE,809,NORTA,NEW ORLEANS REGIONAL TRANSIT AUTHORITY,6032,29.95389659,-90.07013749,"NEW ORLEANS, LA",49,OPEN,http://www.norta.com/Rider-Tools/ETA_and_Real-Time.aspx,2015-09-25T00:00:00.000Z,GROUND,NOT AVAILABLE,NEW ORLEANS,LA,70112,Canal at Carondelet - NORTA
538,6032009,Canal at Camp,NOT AVAILABLE,811,NORTA,NEW ORLEANS REGIONAL TRANSIT AUTHORITY,6032,29.95244031,-90.06799818,"NEW ORLEANS, LA",49,OPEN,http://www.norta.com/Rider-Tools/ETA_and_Real-Time.aspx,2015-09-25T00:00:00.000Z,GROUND,NOT AVAILABLE,NEW ORLEANS,LA,70130,Canal at Camp - NORTA
539,6032010,Canal at Magazine,NOT AVAILABLE,812,NORTA,NEW ORLEANS REGIONAL TRANSIT AUTHORITY,6032,29.95200999,-90.06736601,"NEW ORLEANS, LA",49,OPEN,http://www.norta.com/Rider-Tools/ETA_and_Real-Time.aspx,2015-09-25T00:00:00.000Z,GROUND,NOT AVAILABLE,NEW ORLEANS,LA,70130,Canal at Magazine - NORTA
540,6032011,Canal at Decatur,NOT AVAILABLE,5172,NORTA,NEW ORLEANS REGIONAL TRANSIT AUTHORITY,6032,29.95179276,-90.06704089,"NEW ORLEANS, LA",49,OPEN,http://www.norta.com/Rider-Tools/ETA_and_Real-Time.aspx,2015-09-25T00:00:00.000Z,GROUND,NOT AVAILABLE,NEW ORLEANS,LA,70130,Canal at Decatur - NORTA
541,6032012,Canal at S. Rampart,NOT AVAILABLE,5415,NORTA,NEW ORLEANS REGIONAL TRANSIT AUTHORITY,6032,29.955813,-90.072972,"NEW ORLEANS, LA",49,OPEN,http://www.norta.com/Rider-Tools/ETA_and_Real-Time.aspx,2015-09-25T00:00:00.000Z,GROUND,NOT AVAILABLE,NEW ORLEANS,LA,70112,Canal at S. Rampart - NORTA
542,6032013,Canal at N. Rampart,NOT AVAILABLE,5425,NORTA,NEW ORLEANS REGIONAL TRANSIT AUTHORITY,6032,29.95552026,-90.07253164,"NEW ORLEANS, LA",49,OPEN,http://www.norta.com/Rider-Tools/ETA_and_Real-Time.aspx,2015-09-25T00:00:00.000Z,GROUND,NOT AVAILABLE,NEW ORLEANS,LA,70112,Canal at N. Rampart - NORTA
543,6032014,Canal at Dauphine,NOT AVAILABLE,5532,NORTA,NEW ORLEANS REGIONAL TRANSIT AUTHORITY,6032,29.95427539,-90.0706938,"NEW ORLEANS, LA",49,OPEN,http://www.norta.com/Rider-Tools/ETA_and_Real-Time.aspx,2015-09-25T00:00:00.000Z,GROUND,NOT AVAILABLE,NEW ORLEANS,LA,70112,Canal at Dauphine - NORTA
544,6032015,Canal at Bourbon,NOT AVAILABLE,5533,NORTA,NEW ORLEANS REGIONAL TRANSIT AUTHORITY,6032,29.9536714,-90.06980676,"NEW ORLEANS, LA",49,OPEN,http://www.norta.com/Rider-Tools/ETA_and_Real-Time.aspx,2015-09-25T00:00:00.000Z,GROUND,NOT AVAILABLE,NEW ORLEANS,LA,70130,Canal at Bourbon - NORTA
545,6032016,Canal at Chartres,NOT AVAILABLE,5534,NORTA,NEW ORLEANS REGIONAL TRANSIT AUTHORITY,6032,29.95247884,-90.06805478,"NEW ORLEANS, LA",49,OPEN,http://www.norta.com/Rider-Tools/ETA_and_Real-Time.aspx,2015-09-25T00:00:00.000Z,GROUND,NOT AVAILABLE,NEW ORLEANS,LA,70130,Canal at Chartres - NORTA
546,6032017,Canal at N. Peters,NOT AVAILABLE,5535,NORTA,NEW ORLEANS REGIONAL TRANSIT AUTHORITY,6032,29.95098636,-90.06581173,"NEW ORLEANS, LA",49,OPEN,http://www.norta.com/Rider-Tools/ETA_and_Real-Time.aspx,2015-09-25T00:00:00.000Z,GROUND,NOT AVAILABLE,NEW ORLEANS,LA,70130,Canal at N. Peters - NORTA
547,6032018,Canal at S. Peters,NOT AVAILABLE,8087,NORTA,NEW ORLEANS REGIONAL TRANSIT AUTHORITY,6032,29.95134685,-90.0663828,"NEW ORLEANS, LA",49,OPEN,http://www.norta.com/Rider-Tools/ETA_and_Real-Time.aspx,2015-09-25T00:00:00.000Z,GROUND,NOT AVAILABLE,NEW ORLEANS,LA,70130,Canal at S. Peters - NORTA
548,6032019,Canal at Royal,NOT AVAILABLE,8145,NORTA,NEW ORLEANS REGIONAL TRANSIT AUTHORITY,6032,29.95312688,-90.06900681,"NEW ORLEANS, LA",49,OPEN,http://www.norta.com/Rider-Tools/ETA_and_Real-Time.aspx,2015-09-25T00:00:00.000Z,GROUND,NOT AVAILABLE,NEW ORLEANS,LA,70130,Canal at Royal - NORTA
549,6032020,Harrah's Casino,NOT AVAILABLE,8237,NORTA,NEW ORLEANS REGIONAL TRANSIT AUTHORITY,6032,29.95001209,-90.06436495,"NEW ORLEANS, LA",49,OPEN,http://www.norta.com/Rider-Tools/ETA_and_Real-Time.aspx,2015-09-25T00:00:00.000Z,GROUND,NOT AVAILABLE,NEW ORLEANS,LA,70130,Harrah's Casino - NORTA
550,6032021,Canal at St Charles (Farside),NOT AVAILABLE,8366,NORTA,NEW ORLEANS REGIONAL TRANSIT AUTHORITY,6032,29.95309671,-90.06896249,"NEW ORLEANS, LA",49,OPEN,http://www.norta.com/Rider-Tools/ETA_and_Real-Time.aspx,2015-09-25T00:00:00.000Z,GROUND,NOT AVAILABLE,NEW ORLEANS,LA,70130,Canal at St Charles (Farside) - NORTA
551,6032022,Tulane Station,NOT AVAILABLE,8406,NORTA,NEW ORLEANS REGIONAL TRANSIT AUTHORITY,6032,29.95474754,-90.07468298,"NEW ORLEANS, LA",49,OPEN,http://www.norta.com/Rider-Tools/ETA_and_Real-Time.aspx,2015-09-25T00:00:00.000Z,GROUND,NOT AVAILABLE,NEW ORLEANS,LA,70112,Tulane Station - NORTA
552,6032023,Poydras Street Station,NOT AVAILABLE,8407,NORTA,NEW ORLEANS REGIONAL TRANSIT AUTHORITY,6032,29.95095809,-90.075707,"NEW ORLEANS, LA",49,OPEN,http://www.norta.com/Rider-Tools/ETA_and_Real-Time.aspx,2015-09-25T00:00:00.000Z,GROUND,NOT AVAILABLE,NEW ORLEANS,LA,70112,Poydras Street Station - NORTA
553,6032024,Julia Street Station,NOT AVAILABLE,8408,NORTA,NEW ORLEANS REGIONAL TRANSIT AUTHORITY,6032,29.94707325,-90.07676398,"NEW ORLEANS, LA",49,OPEN,http://www.norta.com/Rider-Tools/ETA_and_Real-Time.aspx,2015-09-25T00:00:00.000Z,GROUND,NOT AVAILABLE,NEW ORLEANS,LA,70113,Julia Street Station - NORTA
554,6032025,UPT Streetcar Bay 1,NOT AVAILABLE,8415,NORTA,NEW ORLEANS REGIONAL TRANSIT AUTHORITY,6032,29.945493,-90.078319,"NEW ORLEANS, LA",49,OPEN,http://www.norta.com/Rider-Tools/ETA_and_Real-Time.aspx,2015-09-25T00:00:00.000Z,GROUND,NOT AVAILABLE,NEW ORLEANS,LA,70113,UPT Streetcar Bay 1 - NORTA
555,6032026,Hyatt Regency Hotel,NOT AVAILABLE,8479,NORTA,NEW ORLEANS REGIONAL TRANSIT AUTHORITY,6032,29.94934418,-90.07612239,"NEW ORLEANS, LA",49,OPEN,http://www.norta.com/Rider-Tools/ETA_and_Real-Time.aspx,2015-09-25T00:00:00.000Z,GROUND,NOT AVAILABLE,NEW ORLEANS,LA,70113,Hyatt Regency Hotel - NORTA
556,6032027,John Churchill Chase Station,NOT AVAILABLE,1,NORTA,NEW ORLEANS REGIONAL TRANSIT AUTHORITY,6032,29.94167748,-90.06222502,"NEW ORLEANS, LA",49,OPEN,http://www.norta.com/Rider-Tools/ETA_and_Real-Time.aspx,2015-09-25T00:00:00.000Z,GROUND,NOT AVAILABLE,NEW ORLEANS,LA,70130,John Churchill Chase Station - NORTA
557,6032028,Julia Station,NOT AVAILABLE,2,NORTA,NEW ORLEANS REGIONAL TRANSIT AUTHORITY,6032,29.94411946,-90.06250365,"NEW ORLEANS, LA",49,OPEN,http://www.norta.com/Rider-Tools/ETA_and_Real-Time.aspx,2015-09-25T00:00:00.000Z,GROUND,NOT AVAILABLE,NEW ORLEANS,LA,70130,Julia Station - NORTA
558,6032029,Poydras Station,NOT AVAILABLE,3,NORTA,NEW ORLEANS REGIONAL TRANSIT AUTHORITY,6032,29.94787157,-90.06321634,"NEW ORLEANS, LA",49,OPEN,http://www.norta.com/Rider-Tools/ETA_and_Real-Time.aspx,2015-09-25T00:00:00.000Z,GROUND,NOT AVAILABLE,NEW ORLEANS,LA,70130,Poydras Station - NORTA
559,6032030,Canal at Saint Anthony,NOT AVAILABLE,800,NORTA,NEW ORLEANS REGIONAL TRANSIT AUTHORITY,6032,29.97997296,-90.10863251,"NEW ORLEANS, LA",49,CLOSED,http://www.norta.com/Rider-Tools/ETA_and_Real-Time.aspx,2015-09-25T00:00:00.000Z,GROUND,NOT AVAILABLE,NEW ORLEANS,LA,70119,Canal at Saint Anthony - NORTA
560,6032031,Canal at S. Claiborne,NOT AVAILABLE,801,NORTA,NEW ORLEANS REGIONAL TRANSIT AUTHORITY,6032,29.95926241,-90.07806337,"NEW ORLEANS, LA",49,OPEN,http://www.norta.com/Rider-Tools/ETA_and_Real-Time.aspx,2015-09-25T00:00:00.000Z,GROUND,NOT AVAILABLE,NEW ORLEANS,LA,70112,Canal at S. Claiborne - NORTA
561,6032032,Canal at Elk Place,NOT AVAILABLE,805,NORTA,NEW ORLEANS REGIONAL TRANSIT AUTHORITY,6032,29.95631867,-90.07370728,"NEW ORLEANS, LA",49,OPEN,http://www.norta.com/Rider-Tools/ETA_and_Real-Time.aspx,2015-09-25T00:00:00.000Z,GROUND,NOT AVAILABLE,NEW ORLEANS,LA,70112,Canal at Elk Place - NORTA
562,6032033,Canal at Marais,NOT AVAILABLE,825,NORTA,NEW ORLEANS REGIONAL TRANSIT AUTHORITY,6032,29.95750824,-90.0754899,"NEW ORLEANS, LA",49,OPEN,http://www.norta.com/Rider-Tools/ETA_and_Real-Time.aspx,2015-09-25T00:00:00.000Z,GROUND,NOT AVAILABLE,NEW ORLEANS,LA,70112,Canal at Marais - NORTA
563,6032034,Canal at Hennessy,NOT AVAILABLE,888,NORTA,NEW ORLEANS REGIONAL TRANSIT AUTHORITY,6032,29.97617572,-90.10302904,"NEW ORLEANS, LA",49,CLOSED,http://www.norta.com/Rider-Tools/ETA_and_Real-Time.aspx,2015-09-25T00:00:00.000Z,GROUND,NOT AVAILABLE,NEW ORLEANS,LA,70119,Canal at Hennessy - NORTA
564,6032035,Canal at Dorgenois,NOT AVAILABLE,898,NORTA,NEW ORLEANS REGIONAL TRANSIT AUTHORITY,6032,29.96453,-90.08583,"NEW ORLEANS, LA",49,OPEN,http://www.norta.com/Rider-Tools/ETA_and_Real-Time.aspx,2015-09-25T00:00:00.000Z,GROUND,NOT AVAILABLE,NEW ORLEANS,LA,70119,Canal at Dorgenois - NORTA
565,6032036,Canal at Tonti,NOT AVAILABLE,899,NORTA,NEW ORLEANS REGIONAL TRANSIT AUTHORITY,6032,29.96323,-90.08392,"NEW ORLEANS, LA",49,OPEN,http://www.norta.com/Rider-Tools/ETA_and_Real-Time.aspx,2015-09-25T00:00:00.000Z,GROUND,NOT AVAILABLE,NEW ORLEANS,LA,70119,Canal at Tonti - NORTA
566,6032037,Canal at Prieur,NOT AVAILABLE,901,NORTA,NEW ORLEANS REGIONAL TRANSIT AUTHORITY,6032,29.96085,-90.08041,"NEW ORLEANS, LA",49,OPEN,http://www.norta.com/Rider-Tools/ETA_and_Real-Time.aspx,2015-09-25T00:00:00.000Z,GROUND,NOT AVAILABLE,NEW ORLEANS,LA,70112,Canal at Prieur - NORTA
567,6032038,Canal at Galvez,NOT AVAILABLE,3438,NORTA,NEW ORLEANS REGIONAL TRANSIT AUTHORITY,6032,29.96231,-90.08255,"NEW ORLEANS, LA",49,OPEN,http://www.norta.com/Rider-Tools/ETA_and_Real-Time.aspx,2015-09-25T00:00:00.000Z,GROUND,NOT AVAILABLE,NEW ORLEANS,LA,70119,Canal at Galvez - NORTA
568,6032039,Canal at Broad,NOT AVAILABLE,5417,NORTA,NEW ORLEANS REGIONAL TRANSIT AUTHORITY,6032,29.96573,-90.0876,"NEW ORLEANS, LA",49,OPEN,http://www.norta.com/Rider-Tools/ETA_and_Real-Time.aspx,2015-09-25T00:00:00.000Z,GROUND,NOT AVAILABLE,NEW ORLEANS,LA,70119,Canal at Broad - NORTA
569,6032040,Canal at White,NOT AVAILABLE,5418,NORTA,NEW ORLEANS REGIONAL TRANSIT AUTHORITY,6032,29.96664,-90.08895,"NEW ORLEANS, LA",49,OPEN,http://www.norta.com/Rider-Tools/ETA_and_Real-Time.aspx,2015-09-25T00:00:00.000Z,GROUND,NOT AVAILABLE,NEW ORLEANS,LA,70119,Canal at White - NORTA
570,6032041,Canal at Carrollton,NOT AVAILABLE,5419,NORTA,NEW ORLEANS REGIONAL TRANSIT AUTHORITY,6032,29.9743202,-90.10027765,"NEW ORLEANS, LA",49,OPEN,http://www.norta.com/Rider-Tools/ETA_and_Real-Time.aspx,2015-09-25T00:00:00.000Z,GROUND,NOT AVAILABLE,NEW ORLEANS,LA,70119,Canal at Carrollton - NORTA
571,6032042,Canal at Cemeteries,NOT AVAILABLE,5433,NORTA,NEW ORLEANS REGIONAL TRANSIT AUTHORITY,6032,29.98163382,-90.1110667,"NEW ORLEANS, LA",49,CLOSED,http://www.norta.com/Rider-Tools/ETA_and_Real-Time.aspx,2015-09-25T00:00:00.000Z,GROUND,NOT AVAILABLE,NEW ORLEANS,LA,70119,Canal at Cemeteries - NORTA
572,6032043,Canal at LaSalle,NOT AVAILABLE,5501,NORTA,NEW ORLEANS REGIONAL TRANSIT AUTHORITY,6032,29.95730151,-90.07517205,"NEW ORLEANS, LA",49,OPEN,http://www.norta.com/Rider-Tools/ETA_and_Real-Time.aspx,2015-09-25T00:00:00.000Z,GROUND,NOT AVAILABLE,NEW ORLEANS,LA,70112,Canal at LaSalle - NORTA
573,6032044,Canal at Lopez,NOT AVAILABLE,5507,NORTA,NEW ORLEANS REGIONAL TRANSIT AUTHORITY,6032,29.96881,-90.09216,"NEW ORLEANS, LA",49,OPEN,http://www.norta.com/Rider-Tools/ETA_and_Real-Time.aspx,2015-09-25T00:00:00.000Z,GROUND,NOT AVAILABLE,NEW ORLEANS,LA,70119,Canal at Lopez - NORTA
574,6032045,Canal at Jeff Davis,NOT AVAILABLE,5508,NORTA,NEW ORLEANS REGIONAL TRANSIT AUTHORITY,6032,29.96987,-90.09371,"NEW ORLEANS, LA",49,OPEN,http://www.norta.com/Rider-Tools/ETA_and_Real-Time.aspx,2015-09-25T00:00:00.000Z,GROUND,NOT AVAILABLE,NEW ORLEANS,LA,70119,Canal at Jeff Davis - NORTA
575,6032046,Canal at Clark,NOT AVAILABLE,5509,NORTA,NEW ORLEANS REGIONAL TRANSIT AUTHORITY,6032,29.97092863,-90.09530039,"NEW ORLEANS, LA",49,OPEN,http://www.norta.com/Rider-Tools/ETA_and_Real-Time.aspx,2015-09-25T00:00:00.000Z,GROUND,NOT AVAILABLE,NEW ORLEANS,LA,70119,Canal at Clark - NORTA
576,6032047,Canal at Telemachus,NOT AVAILABLE,5510,NORTA,NEW ORLEANS REGIONAL TRANSIT AUTHORITY,6032,29.97195655,-90.09680183,"NEW ORLEANS, LA",49,OPEN,http://www.norta.com/Rider-Tools/ETA_and_Real-Time.aspx,2015-09-25T00:00:00.000Z,GROUND,NOT AVAILABLE,NEW ORLEANS,LA,70119,Canal at Telemachus - NORTA
577,6032048,Canal at Scott,NOT AVAILABLE,5511,NORTA,NEW ORLEANS REGIONAL TRANSIT AUTHORITY,6032,29.97307,-90.09844,"NEW ORLEANS, LA",49,OPEN,http://www.norta.com/Rider-Tools/ETA_and_Real-Time.aspx,2015-09-25T00:00:00.000Z,GROUND,NOT AVAILABLE,NEW ORLEANS,LA,70119,Canal at Scott - NORTA
578,6032049,Canal at Murat,NOT AVAILABLE,5513,NORTA,NEW ORLEANS REGIONAL TRANSIT AUTHORITY,6032,29.97743,-90.10487807,"NEW ORLEANS, LA",49,CLOSED,http://www.norta.com/Rider-Tools/ETA_and_Real-Time.aspx,2015-09-25T00:00:00.000Z,GROUND,NOT AVAILABLE,NEW ORLEANS,LA,70119,Canal at Murat - NORTA
579,6032050,Canal at Saint Patrick,NOT AVAILABLE,5514,NORTA,NEW ORLEANS REGIONAL TRANSIT AUTHORITY,6032,29.97864907,-90.10667904,"NEW ORLEANS, LA",49,CLOSED,http://www.norta.com/Rider-Tools/ETA_and_Real-Time.aspx,2015-09-25T00:00:00.000Z,GROUND,NOT AVAILABLE,NEW ORLEANS,LA,70119,Canal at Saint Patrick - NORTA
580,6032051,Canal at N. Claiborne,NOT AVAILABLE,5528,NORTA,NEW ORLEANS REGIONAL TRANSIT AUTHORITY,6032,29.959406,-90.078272,"NEW ORLEANS, LA",49,OPEN,http://www.norta.com/Rider-Tools/ETA_and_Real-Time.aspx,2015-09-25T00:00:00.000Z,GROUND,NOT AVAILABLE,NEW ORLEANS,LA,70112,Canal at N. Claiborne - NORTA
